localid,Language,collection,label,description ,definition,status
24,en,morfo_st,24,"valley floor, and depressed reclaimed flat areas with artificial drainage pattern","valley floor, and depressed reclaimed flat areas with artificial drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
240,en,morfo_st,240,low and high mountain with high tor steep gradient with subdentritic to subparallel drainage pattern,low and high mountain with high tor steep gradient with subdentritic to subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
241,en,morfo_st,241,low and high mountain with high tor steep gradient with subparallel drainage pattern,low and high mountain with high tor steep gradient with subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
242,en,morfo_st,242,valley floor with meandering drainage pattern and alluvial terraces,valley floor with meandering drainage pattern and alluvial terraces,https://inspire.ec.europa.eu/registry/status/valid
243,en,morfo_st,243,medium hills with low and medium gradient with subparallel drainage pattern,medium hills with low and medium gradient with subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
244,en,morfo_st,244,high mountain with medium and high gradient and subparallel to subdentritic drainage pattern,high mountain with medium and high gradient and subparallel to subdentritic drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
245,en,morfo_st,245,medium and high hills with high gradient and angular drainage pattern,medium and high hills with high gradient and angular drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
246,en,morfo_st,246,"valley floor and aggraded landforms (terraces, funs, etc.) with subparallel drainage pattern with low and medium gradient","valley floor and aggraded landforms (terraces, funs, etc.) with subparallel drainage pattern with low and medium gradient",https://inspire.ec.europa.eu/registry/status/valid
247,en,morfo_st,247,upland plains of low and high mountain with low and medium gradient with karstic landforms and contorted drainage pattern,upland plains of low and high mountain with low and medium gradient with karstic landforms and contorted drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
248,en,morfo_st,248,fluvio-glacial plane,fluvio-glacial plane,https://inspire.ec.europa.eu/registry/status/valid
249,en,morfo_st,249,"low, medium and high hills with medium and high gradient with angular drainage pattern","low, medium and high hills with medium and high gradient with angular drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
25,en,morfo_st,25,"valley floor, terraces and aggraded landforms with low gradient, with subparallel drainage pattern","valley floor, terraces and aggraded landforms with low gradient, with subparallel drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
250,en,morfo_st,250,valley floor with bar tops,valley floor with bar tops,https://inspire.ec.europa.eu/registry/status/valid
251,en,morfo_st,251,delta plane,delta plane,https://inspire.ec.europa.eu/registry/status/valid
252,en,morfo_st,252,medium and high hills with high gradient with subdentritic drainage pattern,medium and high hills with high gradient with subdentritic drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
253,en,morfo_st,253,low hill with medium gradient with drainage pattern from subdentritic to subparallel,low hill with medium gradient with drainage pattern from subdentritic to subparallel,https://inspire.ec.europa.eu/registry/status/valid
254,en,morfo_st,254,high level hills and low mountain with medium and high gradient with flow traces from glacial events and angular drainage pattern,high level hills and low mountain with medium and high gradient with flow traces from glacial events and angular drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
255,en,morfo_st,255,"low mountain with medium and high gradient with hills, with flow traces from glacial events and angular drainage pattern","low mountain with medium and high gradient with hills, with flow traces from glacial events and angular drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
256,en,morfo_st,256,high level hills and low mountain with medium and high gradient karstic with doline drainage pattern,high level hills and low mountain with medium and high gradient karstic with doline drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
26,en,morfo_st,26,flood plane,flood plane,https://inspire.ec.europa.eu/registry/status/valid
27,en,morfo_st,27,valley floor with mainly meandering drainage pattern and partially braided,valley floor with mainly meandering drainage pattern and partially braided,https://inspire.ec.europa.eu/registry/status/valid
28,en,morfo_st,28,"alluvial glacis, dissected terraces, medium and high hills with medium gradient with subdentritic and subparallel drainage pattern","alluvial glacis, dissected terraces, medium and high hills with medium gradient with subdentritic and subparallel drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
29,en,morfo_st,29,flood plane,flood plane,https://inspire.ec.europa.eu/registry/status/valid
3,en,morfo_st,3,"piedmont areas of volcanic apparatus with low gradient or flat, with subparallel drainage pattern","piedmont areas of volcanic apparatus with low gradient or flat, with subparallel drainage pattern",https://inspire.ec.europa.eu/registry/status/valid
30,en,morfo_st,30,valley floor with meandering drainage pattern,valley floor with meandering drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
304,en,morfo_st,304,"slopes of volcanic islands with medium and high gradient, with volcanic cones","slopes of volcanic islands with medium and high gradient, with volcanic cones",https://inspire.ec.europa.eu/registry/status/valid
305,en,morfo_st,305,slopes of volcanic islands with low and medium gradient,slopes of volcanic islands with low and medium gradient,https://inspire.ec.europa.eu/registry/status/valid
306,en,morfo_st,306,slopes of islands with low and medium gradient with structural surface and karstic landforms,slopes of islands with low and medium gradient with structural surface and karstic landforms,https://inspire.ec.europa.eu/registry/status/valid
31,en,morfo_st,31,valley floor and stream terrace,valley floor and stream terrace,https://inspire.ec.europa.eu/registry/status/valid
32,en,morfo_st,32,coastal plane with dunal bar and artificial rectified drainage pattern,coastal plane with dunal bar and artificial rectified drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
33,en,morfo_st,33,coastal plane with dunal bar and terraced dunes with artificial rectified a/o leveed drainage pattern,coastal plane with dunal bar and terraced dunes with artificial rectified a/o leveed drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
34,en,morfo_st,34,coastal plane with dunal bar and dissected terraced dunes with subparallel drainage pattern,coastal plane with dunal bar and dissected terraced dunes with subparallel drainage pattern,https://inspire.ec.europa.eu/registry/status/valid
35,en,morfo_st,35,piedmont plane of volcanic apparatus,piedmont plane of volcanic apparatus,https://inspire.ec.europa.eu/registry/status/valid
351,en,morfo_st,351,reclaimed depressed areas of coastal lakes with artificial leveed drainage pattern and recent dunes,reclaimed depressed areas of coastal lakes with artificial leveed drainage pattern and recent dunes,https://inspire.ec.europa.eu/registry/status/valid
352,en,morfo_st,352,"ancient dune partially terraced, with artificial rectified drainage pattern pattern","ancient dune partially terraced, with artificial rectified drainage pattern pattern",https://inspire.ec.europa.eu/registry/status/valid
